,Unnamed: 0,date_time,open,close,delta_next_day,nextclose,prediction_0,prediction_2,prediction_4,prediction_6,prediction_8,prediction_10,prediction_12,prediction_14,prediction_16,prediction_18,prediction_20,prediction_22,prediction_24,prediction_26,prediction_28,prediction_30,prediction_32,prediction_34,prediction_36,prediction_38,prediction_40,prediction_42,prediction_44,prediction_46,prediction_48,Unnamed: 0,prediction_1,prediction_3,prediction_5,prediction_7,prediction_9,prediction_11,prediction_13,prediction_15,prediction_17,prediction_19,prediction_21,prediction_23,prediction_25,prediction_27,prediction_29,prediction_31,prediction_33,prediction_35,prediction_37,prediction_39,prediction_41,prediction_43,prediction_45,prediction_47,prediction_49
467,467,2014-05-06,39.290000915527344,39.060001373291016,-0.5096893310546875,39.929688,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0
468,468,2014-05-07,39.220001220703125,39.41999816894531,0.0120849609375,39.627914,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,2,1,1,2,2,2,2,468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,2
469,469,2014-05-08,39.34000015258789,39.63999938964844,0.1287498474121093,39.41125,1,1,1,1,1,0,1,2,1,1,2,1,0,1,2,1,2,2,2,1,2,2,2,2,2,469,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,0,1,1,1,2,2,0,1,2
470,470,2014-05-09,39.540000915527344,39.540000915527344,0.5463218688964844,39.42368,2,2,2,2,2,2,1,2,1,2,2,0,2,0,2,1,2,2,2,2,2,2,2,2,2,470,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
471,471,2014-05-12,39.7400016784668,39.970001220703125,0.9519309997558594,39.468067,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,471,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,2,2
472,472,2014-05-13,39.91999816894531,40.41999816894531,0.5926971435546875,39.647305,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,472,2,1,2,2,2,1,0,2,2,1,2,0,1,2,2,2,2,1,1,0,2,2,2,2,2
473,473,2014-05-14,40.29999923706055,40.2400016784668,-0.3118972778320312,39.911896,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,473,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
474,474,2014-05-15,40.09000015258789,39.59999847412109,-0.2850990295410156,40.1151,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,474,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
475,475,2014-05-16,39.66999816894531,39.83000183105469,-0.2563896179199219,40.00639,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,475,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
476,476,2014-05-19,39.61000061035156,39.75,-0.2505912780761719,39.93059,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,476,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
477,477,2014-05-20,39.68000030517578,39.68000030517578,0.4607810974121094,39.889217,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,477,2,1,2,2,0,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
478,478,2014-05-21,39.79999923706055,40.34999847412109,0.2327156066894531,39.867283,2,1,0,0,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,478,2,1,1,1,1,1,1,2,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
479,479,2014-05-22,40.290000915527344,40.09999847412109,0.1013755798339843,40.018623,2,1,1,0,0,2,1,2,1,1,2,1,0,1,2,1,0,2,2,1,2,2,2,2,2,479,2,1,1,1,1,1,1,0,2,1,0,1,1,2,1,2,0,1,1,1,2,2,2,0,2
480,480,2014-05-23,40.369998931884766,40.119998931884766,0.0760040283203125,40.113995,2,1,1,0,0,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,480,2,1,1,1,1,1,1,0,2,1,0,1,1,2,1,2,0,1,1,1,2,2,2,0,2
481,481,2014-05-27,40.2599983215332,40.18999862670898,-0.1929779052734375,40.202976,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,481,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
482,482,2014-05-28,40.13999938964844,40.0099983215332,0.1266021728515625,40.213398,2,1,1,0,2,2,1,2,1,1,2,1,0,1,2,1,0,2,2,1,2,2,2,2,2,482,2,1,1,1,1,1,1,0,2,1,0,1,1,2,1,2,0,1,1,1,2,2,2,0,2
483,483,2014-05-29,40.150001525878906,40.34000015258789,0.7610282897949219,40.17897,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,483,2,1,2,2,2,1,2,2,2,0,2,0,1,2,2,2,2,1,1,2,2,2,2,2,2
484,484,2014-05-30,40.45000076293945,40.93999862670898,0.5336112976074219,40.25639,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,484,2,1,2,2,2,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
485,485,2014-06-02,40.95000076293945,40.790000915527344,-0.1518058776855468,40.441807,0,1,1,1,1,2,1,2,1,1,0,1,1,1,1,1,1,0,2,1,0,2,2,2,1,485,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
486,486,2014-06-03,40.59999847412109,40.290000915527344,-0.3508110046386719,40.67081,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,486,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
487,487,2014-06-04,40.209999084472656,40.31999969482422,0.5559806823730469,40.65402,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,487,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
488,488,2014-06-05,40.59000015258789,41.209999084472656,0.934528350830078,40.54547,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,488,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2
489,489,2014-06-06,41.47999954223633,41.47999954223633,0.5579948425292969,40.712006,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,489,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
490,490,2014-06-09,41.38999938964844,41.27000045776367,0.0696830749511718,41.040318,2,2,1,2,2,2,1,2,1,1,2,1,0,1,2,1,1,2,2,1,2,2,2,2,2,490,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,0,1,1,1,2,2,2,0,2
491,491,2014-06-10,41.02999877929688,41.11000061035156,-0.3658828735351562,41.225883,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,491,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
492,492,2014-06-11,40.93000030517578,40.86000061035156,-0.6712875366210938,41.25129,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
493,493,2014-06-12,40.810001373291016,40.58000183105469,0.0558929443359375,41.174107,2,1,1,1,0,2,1,2,1,1,2,1,1,1,0,1,1,2,2,1,0,2,2,2,2,493,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,2,2,0,1,2
494,494,2014-06-13,41.09999847412109,41.22999954223633,0.5354804992675781,40.96452,2,2,1,2,2,2,1,2,1,2,2,0,2,0,2,1,2,2,2,2,2,2,2,2,2,494,2,1,1,1,0,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
495,495,2014-06-16,41.040000915527344,41.5,0.6177787780761719,41.06222,2,2,0,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,495,2,1,0,0,2,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
496,496,2014-06-17,41.290000915527344,41.68000030517578,0.4453277587890625,41.204674,2,2,1,2,2,2,1,2,1,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,496,2,1,1,1,0,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
497,497,2014-06-18,41.61000061035156,41.650001525878906,0.1796493530273437,41.33035,2,0,1,2,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,497,2,1,1,1,1,1,1,0,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
498,498,2014-06-19,41.56999969482422,41.5099983215332,0.2329063415527343,41.447094,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,498,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
499,499,2014-06-20,41.45000076293945,41.68000030517578,0.453887939453125,41.536114,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,499,2,1,0,2,2,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
500,500,2014-06-23,41.72999954223633,41.9900016784668,0.2366294860839843,41.51337,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,500,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
501,501,2014-06-24,41.83000183105469,41.75,0.3069419860839844,41.723057,2,2,1,2,2,2,1,2,1,2,2,1,2,0,2,1,2,2,2,0,2,2,2,2,2,501,2,1,1,0,2,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
502,502,2014-06-25,41.70000076293945,42.02999877929688,-0.0518455505371093,41.771847,2,0,1,0,1,2,1,2,1,1,2,1,1,1,0,1,1,2,2,1,0,2,2,2,0,502,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2
503,503,2014-06-26,41.93000030517578,41.720001220703125,0.385162353515625,41.864838,2,2,0,2,2,2,1,2,1,2,2,0,2,0,2,1,2,2,2,2,2,2,2,2,2,503,2,1,0,2,2,1,0,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
504,504,2014-06-27,41.61000061035156,42.25,-0.1458244323730468,41.845825,2,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,0,2,1,1,2,2,2,1,504,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
505,505,2014-06-30,42.16999816894531,41.70000076293945,0.1221809387207031,41.747818,2,2,1,2,0,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,505,2,1,1,1,1,1,1,0,2,1,2,1,1,2,1,2,0,1,1,1,2,2,2,0,2
506,506,2014-07-01,41.86000061035156,41.869998931884766,0.0811386108398437,41.818863,2,2,1,2,0,2,1,2,1,1,2,1,0,1,2,1,0,2,2,1,2,2,2,2,2,506,2,1,1,1,1,1,1,0,2,1,0,1,1,2,1,2,0,1,1,1,2,2,0,0,2
507,507,2014-07-02,41.72999954223633,41.900001525878906,-0.0890884399414062,41.889088,2,0,1,0,1,2,1,2,1,1,0,1,1,1,1,1,1,2,2,1,0,2,2,2,0,507,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
508,508,2014-07-03,41.90999984741211,41.79999923706055,0.0759162902832031,41.914085,2,2,1,2,0,2,1,2,1,1,2,1,0,1,2,1,0,2,2,1,2,2,2,2,2,508,2,1,1,1,1,1,1,1,2,1,0,1,1,2,1,2,0,1,1,1,2,2,0,0,2
509,509,2014-07-07,41.75,41.9900016784668,-0.14569091796875,41.92569,2,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,1,509,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
510,510,2014-07-08,41.869998931884766,41.77999877929688,-0.2673721313476562,41.93737,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
511,511,2014-07-09,41.97999954223633,41.66999816894531,-0.1644172668457031,41.854416,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,2,2,2,1,511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
512,512,2014-07-10,41.369998931884766,41.68999862670898,0.2562065124511719,41.833794,2,1,1,0,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,512,2,1,1,1,1,1,1,1,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
513,513,2014-07-11,41.70000076293945,42.09000015258789,0.39410400390625,41.745895,2,0,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,0,2,2,2,2,2,513,2,1,1,1,1,1,1,0,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
514,514,2014-07-14,42.220001220703125,42.13999938964844,0.6511726379394531,41.79883,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,514,2,1,2,2,0,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
515,515,2014-07-15,42.33000183105469,42.45000076293945,2.13418960571289,41.945812,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,515,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
516,516,2014-07-16,42.5099983215332,44.08000183105469,2.444866180419922,42.085133,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,516,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
517,517,2014-07-17,45.45000076293945,44.52999877929688,2.1612510681152344,42.528748,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,517,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
518,518,2014-07-18,44.650001525878906,44.68999862670898,1.5807228088378906,43.259277,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,518,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
519,519,2014-07-21,44.560001373291016,44.84000015258789,0.9771499633789062,43.85285,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,519,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2
520,520,2014-07-22,45.0,44.83000183105469,0.5852432250976562,44.284756,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,520,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2
521,521,2014-07-23,45.45000076293945,44.869998931884766,-0.1482391357421875,44.54824,2,2,2,2,2,2,1,2,1,1,2,0,0,1,0,1,1,0,2,1,2,2,2,2,1,521,2,2,2,2,2,1,2,2,2,1,0,1,1,0,1,1,1,1,1,1,2,2,0,1,2
522,522,2014-07-24,44.93000030517578,44.400001525878906,-0.2051429748535156,44.705143,2,2,2,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,2,1,0,2,2,2,1,522,2,2,2,2,2,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,0,2,1,1,2
523,523,2014-07-25,44.29999923706055,44.5,-0.7333488464355469,44.70335,2,2,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,523,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
524,524,2014-07-28,44.36000061035156,43.970001220703125,-0.742767333984375,44.632767,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,524,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
525,525,2014-07-29,43.90999984741211,43.88999938964844,-0.8253593444824219,44.40536,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,525,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
526,526,2014-07-30,44.06999969482422,43.58000183105469,-0.9918098449707032,44.15181,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
527,527,2014-07-31,43.380001068115234,43.15999984741211,-1.0241050720214844,43.884106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
528,528,2014-08-01,43.209999084472656,42.86000061035156,-0.1851959228515625,43.555195,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
529,529,2014-08-04,42.970001220703125,43.369998931884766,-0.1369819641113281,43.216984,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
530,530,2014-08-05,43.310001373291016,43.08000183105469,-0.359710693359375,43.099712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
531,531,2014-08-06,42.7400016784668,42.7400016784668,0.1930427551269531,43.036957,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,531,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,0,2
532,532,2014-08-07,42.84000015258789,43.22999954223633,0.3392791748046875,42.86072,2,1,1,1,1,1,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,532,1,1,1,1,1,1,1,1,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
533,533,2014-08-08,43.22999954223633,43.20000076293945,0.3323135375976562,42.867687,2,1,1,1,1,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,533,1,1,1,1,1,1,1,1,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
534,534,2014-08-11,43.2599983215332,43.20000076293945,0.6066970825195312,42.913303,2,2,2,2,2,2,1,2,1,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,534,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
535,535,2014-08-12,43.040000915527344,43.52000045776367,1.073394775390625,43.006607,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,535,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
536,536,2014-08-13,43.68000030517578,44.08000183105469,1.1503257751464844,43.119675,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,536,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
537,537,2014-08-14,44.08000183105469,44.27000045776367,1.3916549682617188,43.398346,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,537,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
538,538,2014-08-15,44.58000183105469,44.790000915527344,1.4046363830566406,43.705364,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,538,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
539,539,2014-08-18,44.93999862670898,45.11000061035156,1.32952880859375,44.000473,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,539,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
540,540,2014-08-19,44.970001220703125,45.33000183105469,0.5728378295898438,44.377163,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,540,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2
541,541,2014-08-20,45.34000015258789,44.95000076293945,0.5115852355957031,44.708416,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,541,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2
542,542,2014-08-21,44.84000015258789,45.220001220703125,0.2632675170898437,44.886734,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,1,2,2,2,0,2,2,2,2,2,542,2,2,2,2,2,1,2,2,2,0,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
543,543,2014-08-22,45.34999847412109,45.150001525878906,0.1666183471679687,45.00338,2,2,2,2,2,2,1,2,1,0,2,0,2,1,2,1,2,2,2,1,2,2,2,2,2,543,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2
544,544,2014-08-25,45.400001525878906,45.16999816894531,-0.1089935302734375,45.11899,2,2,2,2,0,2,1,2,1,1,0,1,1,1,1,1,1,2,2,1,0,2,2,2,1,544,2,0,0,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
545,545,2014-08-26,45.310001373291016,45.0099983215332,-0.3142852783203125,45.184284,2,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,545,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
546,546,2014-08-27,44.900001525878906,44.869998931884766,-0.2954368591308594,45.175438,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,546,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
547,547,2014-08-28,44.75,44.880001068115234,0.3902320861816406,45.03977,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,0,2,2,2,2,2,547,2,1,2,2,0,1,1,0,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
548,548,2014-08-29,45.09000015258789,45.43000030517578,0.150390625,44.93961,2,0,1,2,1,0,1,2,1,1,2,1,0,1,0,1,2,2,2,1,2,2,2,2,2,548,2,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,2,1,1,1,2,2,1,0,2
549,549,2014-09-02,45.43000030517578,45.09000015258789,-0.0606307983398437,45.02063,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,2,1,2,2,2,2,0,549,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
550,550,2014-09-03,44.52999877929688,44.959999084472656,0.2274360656738281,45.032562,2,0,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,550,2,1,1,1,1,1,1,1,2,1,0,1,1,2,1,2,2,1,1,1,2,2,0,2,2
551,551,2014-09-04,44.7400016784668,45.2599983215332,1.023406982421875,44.886593,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,551,2,2,2,2,2,1,2,2,2,2,2,1,0,2,2,2,2,1,1,2,2,2,2,2,2
552,552,2014-09-05,45.11000061035156,45.90999984741211,1.554058074951172,44.915943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,552,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
553,553,2014-09-08,46.02000045776367,46.470001220703125,1.649188995361328,45.11081,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,553,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
554,554,2014-09-09,46.470001220703125,46.7599983215332,1.3474006652832031,45.4926,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,554,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
555,555,2014-09-10,46.81999969482422,46.84000015258789,1.0963211059570312,45.90368,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,555,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2
556,556,2014-09-11,46.7400016784668,47.0,0.45147705078125,46.248524,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,556,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2
557,557,2014-09-12,46.90999984741211,46.70000076293945,-0.2476692199707031,46.48767,2,2,0,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,557,2,2,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2
558,558,2014-09-15,46.540000915527344,46.2400016784668,0.2115058898925781,46.548492,2,2,2,2,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,558,2,2,2,2,2,1,2,2,2,1,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2
559,559,2014-09-16,46.38999938964844,46.7599983215332,0.1021385192871093,46.417862,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,0,2,2,1,2,2,2,2,2,559,2,2,2,2,2,1,1,0,2,1,0,1,1,2,1,2,0,1,1,1,2,2,1,0,2
560,560,2014-09-17,46.2599983215332,46.52000045776367,0.2143516540527343,46.46565,2,2,2,2,2,2,1,2,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,560,2,2,2,2,2,1,1,0,2,1,2,1,1,2,1,2,2,1,1,1,2,2,0,2,2
561,561,2014-09-18,46.59000015258789,46.68000030517578,1.1491966247558594,46.370804,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,561,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
